2013_feb_22,metal_ml,1,1,
2013_feb_22,metal_ml,2,2,
2013_feb_22,metal_ml,3,3,
2013_feb_22,metal_ml,4,4,
2013_feb_22,metal_ml,5,5,
2013_feb_22,metal_ml,6,6,
2013_feb_22,metal_ml,7,7,
2013_feb_22,metal_ml,8,8,
2013_feb_22,air_cal_1,1,9,
2013_feb_22,air_cal_1,2,10,
2013_feb_22,metal_ml,9,11,
2013_feb_22,metal_ml,10,12,
2013_feb_22,air_cal_1,3,13,
2013_feb_22,hfo2,1,14,
2013_feb_22,hfo2,2,15,
2013_feb_22,air_cal_1,4,16,
2013_feb_22,SRM613,1,17,
2013_feb_22,SRM1834,1,18,
2013_feb_22,air_cal_1,5,19,
2013_feb_22,metal_ml,11,20,
2013_feb_22,sca_v3_A,1,21,
2013_feb_22,sca_v3_A,2,22,
2013_feb_22,sca_v3_A,3,23,
2013_feb_22,hfo2,3,24,
2013_feb_22,hfo2,4,25,
2013_feb_22,hfo2,5,26,
2013_feb_22,hfo2,6,27,
2013_feb_22,hfo2,7,28,
2013_feb_22,hfo2,8,29,
2013_feb_22,hfo2,9,30,
2013_feb_22,hfo2,10,31,
2013_feb_22,hfo2_2d,1,32,
2013_feb_22,air_cal_1,6,33,
2013_feb_22,metal_ml,12,34,
2013_feb_22,metal_ml,13,35,
2013_feb_22,metal_ml,14,36,
2013_feb_22,metal_ml,15,37,
2013_feb_22,air_cal_1,7,38,
2013_feb_22,air_cal_1,8,39,
2013_feb_23,sca_v3_A_2,1,40,
2013_feb_23,sca_v3_A_2,2,41,
2013_feb_23,metal_ml_2,1,42,
2013_feb_23,metal_ml_2,2,43,
2013_feb_23,metal_ml_2,3,44,
2013_feb_23,srm1834_2,1,45,
2013_feb_23,sca_v3_A_3,1,46,
2013_feb_23,sca_v3_A_3,2,47,
2013_feb_23,sca_v3_A_3,3,48,
2013_feb_23,hfo2_2,1,49,
2013_feb_23,hfo2_2,2,50,
2013_feb_23,hfo2_2,3,51,
2013_feb_23,hfo2_2,4,52,
2013_feb_23,hfo2_2,5,53,
2013_feb_23,hfo2_2,6,54,
2013_feb_23,hfo2_2,7,55,
2013_feb_23,hfo2_2,8,56,
2013_feb_23,hfo2_2,9,57,
2013_feb_23,sca_v3_A_4,1,58,
2013_feb_23,sca_v3_A_4,2,59,
2013_feb_23,sca_v3_A_4,3,60,
2013_feb_23,metal_ml_3,1,61,
2013_feb_23,metal_ml_3,2,62,
2013_feb_23,metal_ml_3,3,63,
2013_feb_23,metal_ml_3,4,64,
2013_feb_23,metal_ml_3,5,65,
2013_feb_23,metal_ml_3,6,66,
2013_feb_23,metal_ml_3,7,67,
2013_feb_23,srm1834_3,1,68,Interrupted - No data 
2013_feb_23,srm1834_3,2,69,
2013_feb_23,srm1834_3,3,70,
2013_feb_23,srm1834_3,4,71,
2013_feb_23,srm1834_3,5,72,
2013_feb_23,air_cal_2,1,73,
2013_feb_23,air_cal_2,2,74,
2013_feb_23,air_cal_2,3,75,
2013_feb_23,air_cal_2,4,76,
2013_feb_23,metal_ml_4,3,79,(77 & 78 interrupted - mismatch)
2013_feb_23,metal_ml_4,4,80,
2013_feb_23,hfo2_3,1,81,
2013_feb_23,hfo2_3,2,82,
2013_feb_23,au_foil,1,83,Incomplete
2013_feb_23,au_foil,2,84,
2013_feb_23,au_foil,3,85,
2013_feb_23,1779_green,1,86,
2013_feb_23,1779_green,2,87,
2013_feb_23,1779_green,3,88,
2013_feb_23,1779_green,4,89,
2013_feb_23,1779_green,5,90,
2013_feb_23,1779_green,6,91,
2013_feb_23,1779_green,7,92,
2013_feb_23,1779_green,8,93,
2013_feb_23,1779_green,10,95,
2013_feb_23,1779_green,11,96,
2013_feb_23,1779_green,12,97,
2013_feb_23,1779_green_2D,1,98,
2013_feb_23,1779_green_xanes,1,99,Interrupted
2013_feb_23,1779_green_xanes,2,100,
2013_feb_23,1779_green_xanes,3,101,
2013_feb_23,1779_green_xanes,4,102,
2013_feb_23,1779_green_xanes,5,103,
2013_feb_23,1779_green_xanes,6,104,
2013_feb_23,1779_green_xanes,7,105,
2013_feb_23,1779_green_xanes,8,106,
2013_feb_23,1779_green_xanes,9,107,
2013_feb_23,1779_green_xanes,10,108,
2013_feb_23,1779_green_xanes,11,109,
2013_feb_23,1779_green_xanes,12,110,
2013_feb_23,1779_green_xanes,13,111,
2013_feb_23,1779_green_xanes,14,112,
2013_feb_23,1779_green_xanes,15,113,
2013_feb_23,1779_green_xanes,16,114,
2013_feb_23,1779_green_xanes,17,115,
2013_feb_23,1779_green_xanes,18,116,
2013_feb_23,1779_green_xanes,19,117,
2013_feb_23,1779_green_xanes,20,118,
2013_feb_23,1779_green_xanes,21,119,
2013_feb_23,1779_green,13,120,
2013_feb_23,1779_green,14,121,
2013_feb_23,1779_green,15,122,
2013_feb_23,1779_green,16,123,
2013_feb_24,metal_ml_5,1,124,
2013_feb_24,metal_ml_5,2,125,
2013_feb_24,metal_ml_5,3,126,Interrupted
2013_feb_24,metal_ml_5,4,127,
2013_feb_24,metal_ml_5,5,128,
2013_feb_24,metal_ml_5,6,129,
2013_feb_24,metal_ml_5,7,130,Interrupted
2013_feb_24,metal_ml_5,8,131,
2013_feb_24,7521-2-7_100brain,1,132,
2013_feb_24,7521-2-7_100brain,2,133,
2013_feb_24,sca_v3_A_5,1,134,
2013_feb_24,sca_v3_A_5,2,135,
2013_feb_24,sca_v3_A_5,3,136,
2013_feb_24,sca_v3_A_5,4,137,
2013_feb_24,sca_v3_A_5,6,139,
2013_feb_24,sca_v3_A_5,8,141,
2013_feb_24,sca_v3_A_5,9,142,
2013_feb_24,sca_v3_A_5,10,143,
2013_feb_24,mh1154x7,1,144,
2013_feb_24,mh1154x7,2,145,Interrupted
2013_feb_24,mh1154x7,3,146,
2013_feb_24,mh1154x7,4,147,
2013_feb_24,mh1154x7,6,149,
2013_feb_24,mh1154x7,7,150,
2013_feb_24,mh1154x7_2d,1,151,
2013_feb_24,mh1154x7_xanes,1,152,
2013_feb_24,mh1154x7_xanes,2,153,
2013_feb_24,mh1154x7_2d,2,154,
2013_feb_24,mh1154x7_2d,3,155,
2013_feb_24,mh1154x7_2d,4,156,
2013_feb_24,mh1154x7_2d,5,157,
2013_feb_24,mh1154x7_xanes,3,158,
2013_feb_24,mh1154x7_xanes,4,159,
2013_feb_24,mh1154x7_xanes,5,160,
2013_feb_24,mh1154x7_xanes,6,161,
2013_feb_24,mh1154x7_xanes,7,162,
2013_feb_24,mh1154x7_xanes,8,163,
2013_feb_24,mh1154x7_xanes,9,164,
2013_feb_24,mh1154x7_xanes,10,165,
2013_feb_24,mh1154x7_xanes,11,166,
2013_feb_24,mh1154x7_xanes,12,167,
2013_feb_24,mh1154x7_xanes,13,168,
2013_feb_24,mh1154x7_xanes,14,169,
2013_feb_24,mh1154x7_xanes,15,170,
2013_feb_24,mh1154x7_2d,6,171,
2013_feb_24,mh1154x7_2d,7,172,
2013_feb_24,mh1154x7_2d,8,173,
2013_feb_24,mh1154x7_2d,9,174,
2013_feb_25,cu-foil,1,175,Interrupted
2013_feb_25,cu-foil,2,176,
2013_feb_25,zns_paint,1,177,
2013_feb_25,zns_paint,2,178,
2013_feb_25,brain_7521-2-7_100,1,179,Interrupted
2013_feb_25,brain_7521-2-7_100,2,180,
2013_feb_25,brain_7521-2-7_100,3,181,
2013_feb_25,brain_7521-2-7_100,4,182,
2013_feb_25,brain_7521-2-7_100,5,183,
2013_feb_25,brain_7521-2-7_100,6,184,
2013_feb_25,brain_7521-2-7_100,7,184,
2013_feb_25,brain_7521-2-7_100,8,185,
2013_feb_25,brain_7521-2-7_100,9,186,
2013_feb_25,brain_7521-2-7_100,10,187,
2013_feb_25,brain_7521-2-7_100_2d,1,188,
2013_feb_25,metal_ml_5,9,189,
2013_feb_25,metal_ml_5,10,190,
2013_feb_25,brain_7521-2-7_100,11,192,
2013_feb_25,brain_7521-2-7_100,12,193,